,Expediente,ID de publicación en TED,Órgano de Contratación,ID del Órgano de Contratación,Estado de la Licitación,Objeto del contrato,Financiación UE,Presupuesto base de licitación sin impuestos,Valor estimado del contrato:,Tipo de Contrato:,Código CPV,Lugar de Ejecución,Sistema de contratación,Procedimiento de contratación,Tipo de tramitación,Método de presentación de la oferta,Fecha fin de presentación de oferta,Resultado,Adjudicatario,Nº de Licitadores Presentados,Importe de Adjudicación,Lote / Descripción ,Fecha fin de presentación de solicitud
823,430_2024_11,,Junta de Gobierno del Ayuntamiento de A Coruña,31016830145443,Resuelta,"Contrato de rénting (arrendamiento con mantenimiento), por lotes, de un vehículo eléctrico puro para el Parque Móvil (lote 1), dos vehículos tipo furgoneta 100% eléctricas para los servicios de Atención Ciudadana e Interior y Empleo y Empresa (lote 2) y dos vehículos tipo turismo 100% eléctricos para los servicios de Rehabilitación y Vivienda y Edificación (lote 3).",No hay financiación con fondos de la UE,"150,942.28 Euros","188,677.85 Euros",Suministros,34144900-Vehículos eléctricos.,España - A Coruña,No aplica,Abierto,Ordinaria,Electrónica,nan,Ver detalle de la adjudicación,Ver detalle de la adjudicación,Ver detalle de la adjudicación,Ver detalle de la adjudicación,No disponible,nan
824,851_2024_32,18e8c7f2-7d04-46dc-b097-65c9cab5c69a,Junta de Gobierno del Ayuntamiento de A Coruña,31016830145443,Resuelta,Realización de los trabajos de asistencia técnica precisos para la prestación de los correspondientes servicios relativos a la elaboración del ESTUDIO TÉCNICO INTEGRAL SOBRE EL TRANSPORTE PÚBLICO URBANO DE A CORUÑA.,No hay financiación con fondos de la UE,"412,276.45 Euros","412,276.45 Euros",Servicios,71311200-Servicios de consultoría en sistemas de transporte.,España - A Coruña,No aplica,Abierto,Ordinaria,Electrónica,nan,Formalizado,UTE EPTISA - CPS,7,"325,000.00 Euros",No disponible,nan
825,526_2024_63,,Junta de Gobierno del Ayuntamiento de A Coruña,31016830145443,Resuelta,Servicios para la Impartición de Acciones Formativas Presenciales del Servicio Municipal de Empleo y Empresa. Por lotes. Programación 2/24,No hay financiación con fondos de la UE,"133,471.16 Euros","133,471.16 Euros",Servicios,80500000-Servicios de formación.,España - A Coruña,No aplica,Abierto simplificado,Ordinaria,Electrónica,nan,Ver detalle de la adjudicación,Ver detalle de la adjudicación,Ver detalle de la adjudicación,Ver detalle de la adjudicación,No disponible,nan
826,231/2022/231,,Junta de Gobierno del Ayuntamiento de A Coruña,31016830145443,Adjudicada,"Acuerdo Marco de suministro de fondos bibliográficos y audiovisuales con destino a la red municipal de bibliotecas del Ayuntamiento de A Coruña, por lotes",No hay financiación con fondos de la UE,"2,347.86 Euros","2,347.86 Euros",Suministros,22113000-Libros para biblioteca.,España - A Coruña,Contrato basado en un Acuerdo Marco,Abierto,Ordinaria,Electrónica,nan,Adjudicado,"M.COUCEIRO LIBRERIAS, SL",3,"2,347.86 Euros",No disponible,nan
827,231/2022/231,,Junta de Gobierno del Ayuntamiento de A Coruña,31016830145443,Adjudicada,"Acuerdo Marco de suministro de fondos bibliográficos y audiovisuales con destino a la red municipal de bibliotecas del Ayuntamiento de A Coruña, por lotes",No hay financiación con fondos de la UE,804.78 Euros,804.78 Euros,Suministros,22113000-Libros para biblioteca.,España - A Coruña,Contrato basado en un Acuerdo Marco,Abierto,Ordinaria,Electrónica,nan,Adjudicado,"BIZKAIKO ELKAR, S.L.",1,804.78 Euros,No disponible,nan
828,236_2024_176,,Junta de Gobierno del Ayuntamiento de A Coruña,31016830145443,Resuelta,Obras comprendidas en el Proyecto de Reforma del Patio y Accesibilidad del CEIP María Pita (presupuestos participativos 2022),No hay financiación con fondos de la UE,"117,262.02 Euros","117,262.02 Euros",Obras,45112711-Trabajos de paisajismo en parques.,España - A Coruña - A Coruña,No aplica,Abierto simplificado,Ordinaria,Electrónica,nan,Formalizado,Jardineria Arce S.L.,1,"116,089.39 Euros",No disponible,nan
829,861_2024_120,,Junta de Gobierno del Ayuntamiento de A Coruña,31016830145443,Resuelta,"Contratación del suministro de test indiciarios antidroga, compatibles con el equipo SoToxa Mobile Test System, para el Servicio de la Policia Local De A Coruña",No hay financiación con fondos de la UE,"4,400.00 Euros","19,360.00 Euros",Suministros,38544000-Aparatos detectores de drogas.,España - A Coruña,No aplica,Negociado sin publicidad,Ordinaria,Electrónica,nan,Formalizado,Tradesegur S.A.,1,0.00 Euros,No disponible,nan
830,831_2024_73,,Junta de Gobierno del Ayuntamiento de A Coruña,31016830145443,Resuelta,"Suministro de combustible, por lotes, para las embarcaciones del grupo de rescate acuáticos del SEIS (lote 1) y para la embarcación del Aquarium Finisterrae (lote 2)",No hay financiación con fondos de la UE,"12,479.34 Euros","32,446.28 Euros",Suministros,09132100-Gasolina sin plomo.,España - A Coruña,No aplica,Abierto simplificado,Ordinaria,Electrónica,nan,Ver detalle de la adjudicación,Ver detalle de la adjudicación,Ver detalle de la adjudicación,Ver detalle de la adjudicación,No disponible,nan
831,211_2024_717,,Junta de Gobierno del Ayuntamiento de A Coruña,31016830145443,Resuelta,Procedimiento abierto simplificado para la contratación de las obras comprendidas en el Proyecto de Nueva Pista Multideporte de los Rosales,No hay financiación con fondos de la UE,"196,601.67 Euros","196,601.67 Euros",Obras,45212200-Trabajos de construcción de instalaciones deportivas.,España - A Coruña,No aplica,Abierto simplificado,Ordinaria,Electrónica,nan,Formalizado,Jardineria Arce S.L.,3,"186,771.60 Euros",No disponible,nan
832,231/2022/231,,Junta de Gobierno del Ayuntamiento de A Coruña,31016830145443,Adjudicada,"Acuerdo Marco de suministro de fondos bibliográficos y audiovisuales con destino a la red municipal de bibliotecas del Ayuntamiento de A Coruña, por lotes",No hay financiación con fondos de la UE,636.35 Euros,636.35 Euros,Suministros,22113000-Libros para biblioteca.,España - A Coruña,Contrato basado en un Acuerdo Marco,Abierto,Ordinaria,Electrónica,nan,Adjudicado,Berbiriana S.C.,3,636.35 Euros,No disponible,nan
833,230_2021_219,,Junta de Gobierno del Ayuntamiento de A Coruña,31016830145443,Resuelta,Obras contenidas en el Proyecto para la Conservación y Mantenimiento de la Cúpula de la Casa de las Ciencias,No hay financiación con fondos de la UE,"153,445.32 Euros","153,445.32 Euros",Obras,"45261221-Trabajos de pintura de cubiertas., 45261420-Trabajos de impermeabilización.",España - A Coruña - A Coruña,No aplica,Abierto simplificado,Ordinaria,Electrónica,nan,Formalizado,"Obras Ramón Cotelo, S.L.",5,"100,000.00 Euros",No disponible,nan
834,521_2024_100,,Junta de Gobierno del Ayuntamiento de A Coruña,31016830145443,Evaluación,"Contratación de las obras comprendidas en el proyecto denominado ""Eliminación de barreras arquitectónicas"". Presupuestos participativos 2022. Propuesta 4210",No hay financiación con fondos de la UE,"196,471.11 Euros","196,471.11 Euros",Obras,45233252-Trabajos de pavimentación de calles.,España - A Coruña,No aplica,Abierto simplificado,Ordinaria,Electrónica,16/12/2024 23:59,nan,nan,nan,nan,No disponible,nan
835,231/2022/231,,Junta de Gobierno del Ayuntamiento de A Coruña,31016830145443,Adjudicada,"Acuerdo Marco de suministro de fondos bibliográficos y audiovisuales con destino a la red municipal de bibliotecas del Ayuntamiento de A Coruña, por lotes",No hay financiación con fondos de la UE,"6,723.01 Euros","6,723.01 Euros",Suministros,22113000-Libros para biblioteca.,España - A Coruña,Contrato basado en un Acuerdo Marco,Abierto,Ordinaria,Electrónica,nan,Adjudicado,LIBRERIA ARENAS SL,3,"6,723.01 Euros",No disponible,nan
836,100_2024_10,5d836743-437f-4e20-a1c4-1f3747ce3326,Junta de Gobierno del Ayuntamiento de A Coruña,31016830145443,Resuelta,"Servicio del soporte, mantenimiento y evolución del sistema de gestión integral del servicio de BiciCoruña en modalidad SaaS (Software as a Service).",No hay financiación con fondos de la UE,"987,808.46 Euros","1,086,589.31 Euros",Servicios,"72000000-Servicios TI: consultoría, desarrollo de software, Internet y apoyo.",España - A Coruña,No aplica,Abierto,Ordinaria,Electrónica,nan,Formalizado,"SERVEO SERVICIOS, S.A.U.",1,"987,808.46 Euros",No disponible,nan
837,541_2023_1629,,Junta de Gobierno del Ayuntamiento de A Coruña,31016830145443,Resuelta,"Realización de una serie de acciones en la lucha contra las pintadas no autorizadas en espacios públicos y privados del término municipal de A Coruña, que se llevarán a cabo simultánea y coordinadamente para conseguir una ciudad limpia de grafitis ilegales.",No hay financiación con fondos de la UE,"59,990.65 Euros","119,981.30 Euros",Servicios,"79720000-Servicios de investigación (criminológica)., 79722000-Servicios de grafología., 80540000-Servicios de formación en materia ambiental.",España - A Coruña,No aplica,Abierto simplificado,Ordinaria,Electrónica,nan,Formalizado,ORION ANALISTAS SL,1,"58,000.00 Euros",No disponible,nan
838,831_2024_137,,Junta de Gobierno del Ayuntamiento de A Coruña,31016830145443,Evaluación,"Contrato de suministro, mediante adquisición, de dos vehículos para el Servicio de Prevención y Extinción de Incendios de A Coruña (SEIS), por lotes.",No hay financiación con fondos de la UE,"80,994.38 Euros","80,994.38 Euros",Suministros,"34113200-Vehículos todo terreno., 34111200-Automóviles de turismo., 34131000-Furgonetas con caja abierta («pick-ups»).",España - A Coruña,No aplica,Abierto simplificado,Ordinaria,Electrónica,14/11/2024 23:59,nan,nan,nan,nan,No disponible,nan
839,A31_2020_35,,Junta de Gobierno del Ayuntamiento de A Coruña,31016830145443,Adjudicada,Prestaciones de emergencia para hacer frente de los riesgos y dar satisfacción a las necesidades derivadas de la protección a las personas como consecuencia de la pandemia del Covid-19 (Coronavirus),"Asociado al Plan de Recuperación, Transformación y Resiliencia","43,833.60 Euros","43,833.60 Euros",Suministros,30200000-Equipo y material informático.,España - A Coruña,No aplica,Abierto,Ordinaria,Manual,nan,Adjudicado,TECNOLOGÍAS PLEXUS SL,1,"43,833.60 Euros",No disponible,nan
840,521_2024_384,,Junta de Gobierno del Ayuntamiento de A Coruña,31016830145443,Evaluación,Suministro de Fuentes de beber destinadas a vías públicas y adaptadas a personas de movilidad reducida,No hay financiación con fondos de la UE,"30,000.00 Euros","60,000.00 Euros",Suministros,34928400-Mobiliario urbano.,España - A Coruña,No aplica,Abierto simplificado,Ordinaria,Electrónica,21/10/2024 23:59,nan,nan,nan,nan,No disponible,nan
841,244_2024_89 Lote 1,,Junta de Gobierno del Ayuntamiento de A Coruña,31016830145443,Adjudicada,"Procedimiento abierto simplificado abreviado para la contratación mixta de suministro y servicio de productos publicitarios para utilizar en las campañas informativas y programas de formación e información, por lotes, para la OMIC.",No hay financiación con fondos de la UE,"13,316.00 Euros","31,958.40 Euros",Suministros,"30192121-Bolígrafos., 22816100-Blocs de notas., 30192130-Lápices.",España - A Coruña,No aplica,Abierto simplificado,Ordinaria,Electrónica,04/07/2024 23:59,Adjudicado,DOBLE1080ESA SL,5,"5,828.00 Euros",No disponible,nan
842,211_2024_41,,Junta de Gobierno del Ayuntamiento de A Coruña,31016830145443,Adjudicada,"Procedimiento abierto simplificado abreviado para la contratación de servicios para la gestión integral (elaboración, actualización e implantación) de los Planes de autoprotección y Planes de emergencia y evacuación, de los cursillos de formación y de los simulacros de las instalaciones deportivas municipales del Ayuntamiento de A Coruña.",No hay financiación con fondos de la UE,"33,426.00 Euros","44,280.00 Euros",Servicios,71317000-Servicios de consultoría en protección y control de riesgos.,España - A Coruña,No aplica,Abierto simplificado,Ordinaria,Electrónica,21/08/2024 23:59,Adjudicado,INGOSLO S.L.P.,9,"18,711.87 Euros",No disponible,nan
843,622_2024_36,,Junta de Gobierno del Ayuntamiento de A Coruña,31016830145443,Resuelta,Obras de demolición del inmueble situado en el lugar de Martinete 21 - A Coruña,No hay financiación con fondos de la UE,"638,936.16 Euros","638,936.16 Euros",Obras,"45111000-Trabajos de demolición, explanación y limpieza del terreno., 45111100-Trabajos de demolición., 45111200-Trabajos de explanación y limpieza del terreno., 45111213-Trabajos de limpieza del terreno., 45111214-Trabajos de evacuación de escombros de demolición.",España - A Coruña - A Coruña,No aplica,Abierto simplificado,Ordinaria,Electrónica,nan,Formalizado,"HERCAL DIGGERS, S.L.",10,"429,747.83 Euros",No disponible,nan
844,521_2024_500,e43010c3-6def-4895-b897-1df04d16ac3e,Junta de Gobierno del Ayuntamiento de A Coruña,31016830145443,Resuelta,"Contrato Mixto de Servicios y Suministros de Diseño, Suministro e Instalación del Alumbrado Ornamental Temporal Navideño y de Carnaval del Ayuntamiento de A Coruña",No hay financiación con fondos de la UE,"1,983,471.06 Euros","3,305,785.10 Euros",Servicios,"50232100-Servicios de mantenimiento de alumbrado público de calles., 31527200-Luces para alumbrado exterior., 45316100-Instalación de equipo de alumbrado exterior.",España - A Coruña,No aplica,Abierto,Ordinaria,Electrónica,nan,Formalizado,"ILUMINACIONES XIMENEZ, S.A.U.",1,"1,926,942.13 Euros",No disponible,nan
845,237_2024_145,ceb9cb4e-96f8-4577-bb69-2c9b3aa95587,Junta de Gobierno del Ayuntamiento de A Coruña,31016830145443,Resuelta,"Servicio de organización e impartición de un programa de capacitación en competencias digitales de soporte para jóvenes con orientación profesional y acogimiento en empresas, en el marco del programa operativo plurirregional de España 2014-2020 (LA32-Op.32.1)",Fondo Europeo de Desarrollo Regional,"52,804.28 Euros","255,265.26 Euros",Servicios,"80400000-Servicios de enseñanza para adultos y otros servicios de enseñanza., 80500000-Servicios de formación., 80510000-Servicios de formación especializada.",España - A Coruña,No aplica,Abierto,Ordinaria,Electrónica,nan,Formalizado,ESTUDIOS RAFER S.L.,2,"26,458.68 Euros",No disponible,nan
846,524_2024_78,,Junta de Gobierno del Ayuntamiento de A Coruña,31016830145443,Resuelta,Patrocinio Turístico Publicitario del Evento Musical Noites do Porto,No hay financiación con fondos de la UE,"98,900.00 Euros","98,900.00 Euros",Servicios,"79341000-Servicios de publicidad., 79341400-Servicios de campañas de publicidad.",España - A Coruña,No aplica,Negociado sin publicidad,Ordinaria,Electrónica,nan,Formalizado,"Adhesión Mercantil Coruñesa, S.L.",1,"98,900.00 Euros",No disponible,nan
847,231/2022/231,,Junta de Gobierno del Ayuntamiento de A Coruña,31016830145443,Adjudicada,"Acuerdo Marco de suministro de fondos bibliográficos y audiovisuales con destino a la red municipal de bibliotecas del Ayuntamiento de A Coruña, por lotes",No hay financiación con fondos de la UE,"4,932.83 Euros","4,932.83 Euros",Suministros,22113000-Libros para biblioteca.,España - A Coruña,Contrato basado en un Acuerdo Marco,Abierto,Ordinaria,Electrónica,nan,Adjudicado,Xiada S.l.,3,"4,932.83 Euros",No disponible,nan
848,526_2024_20,,Junta de Gobierno del Ayuntamiento de A Coruña,31016830145443,Resuelta,"Contrato de formación para la capacitación digital a través de acciones formativas de capacitación digital dirigidos a colectivos con mayores dificultades de inserción laboral, diluyendo la brecha digital y fomentando la igualdad de oportunidades en el acceso al empleo de estos sectores de población. Las acciones formativas se desarrollarán en el Centro Birloque. EIDUS",No hay financiación con fondos de la UE,"16,420.96 Euros","82,104.75 Euros",Servicios,"80500000-Servicios de formación., 80510000-Servicios de formación especializada., 80533100-Servicios de formación informática., 85312300-Servicios de orientación y asesoramiento., 85312310-Servicios de orientación., 85312320-Servicios de asesoramiento.",España - A Coruña,No aplica,Abierto simplificado,Ordinaria,Electrónica,nan,Formalizado,SARARTE S.L,4,"11,250.00 Euros",No disponible,nan
849,525_2024_1,,Junta de Gobierno del Ayuntamiento de A Coruña,31016830145443,Adjudicada,Suministro e instalación del sistema de generación de hielo en el mercado municipal de Eusebio da Guarda.,Fondo Europeo Marítimo y de Pesca,"138,089.36 Euros","138,089.36 Euros",Suministros,"42513000-Equipos de refrigeración y congelación., 42513100-Equipo de congelación., 42513290-Equipo frigorífico comercial., 45331230-Trabajos de instalación de equipos de refrigeración.",España - A Coruña,No aplica,Abierto simplificado,Ordinaria,Electrónica,30/05/2024 23:59,Adjudicado,"FRIMARTE, S.L.",1,"127,407.00 Euros",No disponible,nan
850,430_2024_16,,Junta de Gobierno del Ayuntamiento de A Coruña,31016830145443,Adjudicada,Contratación del servicio de recogida de residuos urbanos por AMPLIACIÓN de emergencia sanitaria,No hay financiación con fondos de la UE,0.00 Euros,0.00 Euros,Servicios,90511300-Servicios de recogida de basuras.,España - A Coruña,No aplica,Negociado sin publicidad,Emergencia,Manual,nan,Adjudicado,"VALORIZA SERVICIOS MEDIOAMBIENTALES, SA",2,0.00 Euros,No disponible,nan
851,211_2023_883,,Junta de Gobierno del Ayuntamiento de A Coruña,31016830145443,Resuelta,Renovación de la instalación eléctrica del Palacio de los Deportes de Riazor,No hay financiación con fondos de la UE,"254,283.40 Euros","254,283.40 Euros",Obras,45310000-Trabajos de instalación eléctrica.,España - A Coruña,No aplica,Abierto simplificado,Ordinaria,Electrónica,nan,Formalizado,"MONTAJES ELECTRICOS VIZCAINO, S.L.",5,"221,329.88 Euros",No disponible,nan
852,430_2024_15,,Junta de Gobierno del Ayuntamiento de A Coruña,31016830145443,Adjudicada,Contratación por tramitación de emergencia del servicio de recogida de residuos urbanos,No hay financiación con fondos de la UE,0.00 Euros,0.00 Euros,Servicios,90511300-Servicios de recogida de basuras.,España - A Coruña,No aplica,Negociado sin publicidad,Emergencia,Manual,24/07/2024 10:00,Adjudicado,"VALORIZA SERVICIOS MEDIOAMBIENTALES, SA",2,0.00 Euros,No disponible,nan
853,861_2024_71,,Junta de Gobierno del Ayuntamiento de A Coruña,31016830145443,Resuelta,Procedimiento abierto simplificado abreviado para la contratación de una póliza de seguro de responsabilidad civil de aviación de aeronaves no tripuladas (drones) del Ayuntamiento de A Coruña.,No hay financiación con fondos de la UE,511.74 Euros,"2,046.96 Euros",Servicios,"66510000-Servicios de seguros., 66516000-Servicios de seguros de responsabilidad civil., 66516200-Servicios de seguros de responsabilidad civil de aeronaves.",España - A Coruña,No aplica,Abierto simplificado,Ordinaria,Electrónica,nan,Desierto,,0,Euros,No disponible,nan
854,231/2022/231,,Junta de Gobierno del Ayuntamiento de A Coruña,31016830145443,Adjudicada,"Acuerdo Marco de suministro de fondos bibliográficos y audiovisuales con destino a la red municipal de bibliotecas del Ayuntamiento de A Coruña, por lotes",No hay financiación con fondos de la UE,"4,064.72 Euros","4,064.72 Euros",Suministros,"22113000-Libros para biblioteca., 32321300-Materiales audiovisuales.",España - A Coruña,Contrato basado en un Acuerdo Marco,Abierto,Ordinaria,Manual,nan,Adjudicado,"LIBROS PARA SOÑAR, S.L.U.",3,"4,064.72 Euros",No disponible,nan
855,236_2024_28,,Junta de Gobierno del Ayuntamiento de A Coruña,31016830145443,Resuelta,"Procedimiento abierto para la contratación del servicio de organización y gestión del programa educativo municipal “Idiomas do Mundo”, dirigido al alumnado de 1º de Bachillerato matriculados en un centro educativo de la ciudad, consistente en la realización en verano de 2024 de 30 estancias de cuatro semanas en Irlanda.",No hay financiación con fondos de la UE,"149,640.00 Euros","149,640.00 Euros",Servicios,63515000-Servicios de viajes.,España - A Coruña,No aplica,Abierto,Ordinaria,Electrónica,nan,Formalizado,TOURGALIA GESTION S.L.,7,"127,194.00 Euros",No disponible,nan
856,231/2022/231,,Junta de Gobierno del Ayuntamiento de A Coruña,31016830145443,Adjudicada,"Acuerdo Marco de suministro de fondos bibliográficos y audiovisuales con destino a la red municipal de bibliotecas del Ayuntamiento de A Coruña, por lotes",No hay financiación con fondos de la UE,"6,411.36 Euros","6,411.36 Euros",Suministros,"22113000-Libros para biblioteca., 32321300-Materiales audiovisuales.",España - A Coruña,Contrato basado en un Acuerdo Marco,Abierto,Ordinaria,Manual,nan,Adjudicado,Librería Formatos S.L.,3,"6,411.36 Euros",No disponible,nan
857,238_2024_63,,Junta de Gobierno del Ayuntamiento de A Coruña,31016830145443,Parcialmente Resuelta,Suministro e instalación de Equipamiento del Centro Participativo de O Birloque,No hay financiación con fondos de la UE,"31,697.33 Euros","31,697.33 Euros",Suministros,39100000-Mobiliario.,España - A Coruña,No aplica,Abierto simplificado,Ordinaria,Electrónica,23/04/2024 23:59,Ver detalle de la adjudicación,Ver detalle de la adjudicación,Ver detalle de la adjudicación,Ver detalle de la adjudicación,No disponible,nan
858,105_2023_6073,d53ea22a-9300-4c51-bd0c-41dbc2d3626c,Junta de Gobierno del Ayuntamiento de A Coruña,31016830145443,Resuelta,"Campamentos de Verano y Navidad, Campamentos de Día de Verano y Campamentos Tradicionales de Verano.",No hay financiación con fondos de la UE,"659,658.21 Euros","1,084,627.83 Euros",Servicios,"85300000-Servicios de asistencia social y servicios conexos., 85310000-Servicios de asistencia social., 85311300-Servicios de bienestar social proporcionados a niños y jóvenes., 85320000-Servicios sociales., 85321000-Servicios sociales administrativos., 85322000-Programa de acción municipal., 98000000-Otros servicios comunitarios, sociales o personales.",España - A Coruña,No aplica,Abierto,Ordinaria,Electrónica,nan,Ver detalle de la adjudicación,Ver detalle de la adjudicación,Ver detalle de la adjudicación,Ver detalle de la adjudicación,No disponible,nan
859,521_2021_491,,Junta de Gobierno del Ayuntamiento de A Coruña,31016830145443,Resuelta,Mejora de accesibilidad en la calle Doctor Camilo Veiras (Centro Oncológico Regional - A Coruña) Financiado con los fondos Next Generation EU,"Asociado al Plan de Recuperación, Transformación y Resiliencia","339,979.09 Euros","339,979.09 Euros",Obras,45233252-Trabajos de pavimentación de calles.,España - A Coruña,No aplica,Abierto simplificado,Ordinaria,Electrónica,nan,Formalizado,"CONSTRUCCIONES CERNADAS, S.L.",3,"333,858.68 Euros",No disponible,nan
860,CI1_2024_59,,Junta de Gobierno del Ayuntamiento de A Coruña,31016830145443,Adjudicada,Suministro de Publicaciones con Destino a la Biblioteca del Museo Arqueológico e Histórico,No hay financiación con fondos de la UE,"1,346.15 Euros","3,365.40 Euros",Suministros,22113000-Libros para biblioteca.,España - A Coruña,No aplica,Abierto simplificado,Ordinaria,Electrónica,03/04/2024 23:59,Adjudicado,Alejandro García Mayo,3,"1,346.15 Euros",No disponible,nan
861,851_2023_101 L3 y L4,734ede1c-457d-4b63-9f52-deaa7ec2be5a,Junta de Gobierno del Ayuntamiento de A Coruña,31016830145443,Resuelta,"Suministro, Servicios y Obras de Estaciones y anclajes, bicicletas con asistencia al pedaleo, un vehículo furgón eléctrico y un centro de lavado para ampliación y mejora del sistema público de alquiler de bicicletas, en el marco del Plan de Recuperación, Transformación y Resiliencia -Next Generation, financiado por la Unión Europea.","Asociado al Plan de Recuperación, Transformación y Resiliencia","2,122,314.05 Euros","2,122,314.05 Euros",Suministros,"34100000-Vehículos de motor., 34130000-Vehículos de motor para el transporte de mercancías., 34137000-Vehículos usados para el transporte de mercancías., 34144900-Vehículos eléctricos., 34432000-Partes y accesorios para bicicletas., 45223100-Montaje de estructuras metálicas.",España - A Coruña,No aplica,Abierto,Ordinaria,Electrónica,nan,Ver detalle de la adjudicación,Ver detalle de la adjudicación,Ver detalle de la adjudicación,Ver detalle de la adjudicación,No disponible,nan
862,521_2020_295,,Junta de Gobierno del Ayuntamiento de A Coruña,31016830145443,Resuelta,"Obras de mejora de accesibilidad en calle Castaños, financiado con los fondos Next Generation EU","Asociado al Plan de Recuperación, Transformación y Resiliencia","170,372.50 Euros","170,372.50 Euros",Obras,45223000-Trabajos de construcción de estructuras.,España - A Coruña,No aplica,Abierto simplificado,Ordinaria,Electrónica,nan,Formalizado,"CITANIAS OBRAS Y SERVICIOS, S.L.U.",2,"163,949.46 Euros",No disponible,nan
863,521_2022_446,,Junta de Gobierno del Ayuntamiento de A Coruña,31016830145443,Resuelta,"Procedimiento abierto simplificado para la contratación de las obras contenidas en el proyecto de mejora de accesibilidad mediante elementos electromecánicos en la Escalinata de Adelaida Muro, financiado por la Unión Europea - Next Generation","Asociado al Plan de Recuperación, Transformación y Resiliencia","908,457.50 Euros","908,457.50 Euros",Obras,"45233252-Trabajos de pavimentación de calles., 45313200-Instalación de escaleras mecánicas.",España - A Coruña,No aplica,Abierto simplificado,Ordinaria,Electrónica,nan,Formalizado,"PRACE, SERVICIOS Y OBRAS, S.A.",2,"842,957.71 Euros",No disponible,nan
864,527_2023_15,,Junta de Gobierno del Ayuntamiento de A Coruña,31016830145443,Adjudicada,Procedimiento simplificado abreviado para la contratación del servicio de mantenimiento de la climatización del Centro Municipal de Empresas Accede Papagaio.,No hay financiación con fondos de la UE,"1,996.89 Euros","6,002.67 Euros",Servicios,"50720000-Servicios de reparación y mantenimiento de calefacción central., 50721000-Puesta a punto de instalaciones de calefacción., 50730000-Servicios de reparación y mantenimiento de grupos refrigeradores.",España - A Coruña,No aplica,Abierto simplificado,Ordinaria,Electrónica,04/04/2024 23:59,Adjudicado,"MONCOBRA, S.A.",4,"1,803.57 Euros",No disponible,nan
865,521_2022_536,,Junta de Gobierno del Ayuntamiento de A Coruña,31016830145443,Resuelta,Obras de reurbanización de la calle Pla y Cancela. Financiado con los fondos Next Generation EU,"Asociado al Plan de Recuperación, Transformación y Resiliencia","932,635.59 Euros","932,635.59 Euros",Obras,45233252-Trabajos de pavimentación de calles.,España - A Coruña,No aplica,Abierto simplificado,Ordinaria,Electrónica,nan,Formalizado,UTE JARDINERIA ARCE SL Y MANUEL RIVAS BOQUETE SL,14,"845,900.48 Euros",No disponible,nan
866,100_2023_8,,Junta de Gobierno del Ayuntamiento de A Coruña,31016830145443,Resuelta,"Servicio de mantenimiento evolutivo, correctivo, adaptativo, preventivo y soporte de la Plataforma Cónsul.",No hay financiación con fondos de la UE,"39,917.58 Euros","79,835.16 Euros",Servicios,"72000000-Servicios TI: consultoría, desarrollo de software, Internet y apoyo.",España - A Coruña,No aplica,Abierto,Ordinaria,Electrónica,nan,Formalizado,SIGLO XXI CONSULTORES DE FORMACION SL,2,"39,917.58 Euros",No disponible,nan
867,831_2023_52,,Junta de Gobierno del Ayuntamiento de A Coruña,31016830145443,Adjudicada,Procedimiento abierto simplificado de tramitación abreviada para contratar el suministro de tabletas y accesorios para el Servicio de Extinción de Incendios y Salvamento (SEIS),No hay financiación con fondos de la UE,"29,792.07 Euros","29,792.07 Euros",Suministros,"30213200-Tabletas digitales., 30237200-Accesorios informáticos.",España - A Coruña,No aplica,Abierto simplificado,Ordinaria,Electrónica,29/12/2023 23:59,Adjudicado,OTEMAR 2020 SLL,3,"23,749.00 Euros",No disponible,nan
868,100_2023_14,3c3c21e9-0ccc-44de-ba5c-287b571d68cb,Junta de Gobierno del Ayuntamiento de A Coruña,31016830145443,Resuelta,"Contratación de los servicios diversos de asistencia técnica de soporte, desarrollo y evolución de los servicios digitales a la ciudadanía en el ámbito del sistema de sugerencias y reclamaciones, app ciudadana municipal y ticketing",No hay financiación con fondos de la UE,"190,082.64 Euros","380,165.29 Euros",Servicios,"72000000-Servicios TI: consultoría, desarrollo de software, Internet y apoyo., 72500000-Servicios informáticos., 72600000-Servicios de apoyo informático y de consultoría.",España - A Coruña,No aplica,Abierto,Ordinaria,Electrónica,nan,Ver detalle de la adjudicación,Ver detalle de la adjudicación,Ver detalle de la adjudicación,Ver detalle de la adjudicación,No disponible,nan
869,230_2023_196,,Junta de Gobierno del Ayuntamiento de A Coruña,31016830145443,Adjudicada,"Procedimiento abierto simplificado de tramitación abreviada para contratar el servicio de mantenimiento de los extintores, bocas de incendios equipadas (BIES) y sistema de detección de los Museos Científicos municipales",No hay financiación con fondos de la UE,"5,427.82 Euros","21,711.28 Euros",Servicios,"50413200-Servicios de reparación y mantenimiento de instalaciones contra incendios., 51700000-Servicios de instalación de equipos de protección contra incendios.",España - A Coruña,No aplica,Abierto simplificado,Ordinaria,Electrónica,28/12/2023 23:59,Adjudicado,AFICON SEGURIDAD Y CONTRA INCENDIOS S.L.,3,0.00 Euros,No disponible,nan
